13237,AGSC,212,2,Microecono.Th.of Food& Farming,3,AG,10,0,1100,1150,.,.,true,false,true,false,true,false,.,.,.,.,.,.,.,.,.,.,.,.,Youssef,Doughan
10034,AGSC,219,1,Apiculture,3,AG,10,2,1300,1350,AGRIC,203,false,true,false,true,false,false,.,1400,1659,AGRIC,HBL,.,T,.,.,.,.,.,Rami,Ollaik
10035,AGSC,220,1,Principles of Plant Physiology,3,AG,25,-5,1000,1050,.,.,true,false,true,false,false,false,.,1400,1659,.,.,M,.,.,.,.,.,.,Walid,El Kayal
10036,AGSC,230,1,Crop Systems,3,AG,29,1,1000,1115,AGRIC,203,false,false,false,false,true,false,.,1300,1415,AGRIC,203,.,.,.,.,F,.,.,Mustapha,Haidar
10037,AGSC,233,1,Plant Health I,3,AG,25,0,1100,1150,AGRIC,211,false,true,false,true,false,false,.,1400,1658,AGRIB,509,.,T,.,.,.,.,.,Youssef,Abou Jawdeh
10038,AGSC,234,1,Chemicals in Agriculture,3,AG,19,1,0900,1015,AGRIC,203,false,true,false,true,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Youssef,Abou Jawdeh
10039,AGSC,249,1,GIS for Agriculture,3,AG,15,10,0900,0950,.,.,false,true,false,true,false,false,.,1430,1730,.,.,M,.,.,.,.,.,.,Hadi,Jaafar
10040,AGSC,252,1,Conservative Agriculture,3,AG,20,0,1200,1315,AGRIC,211,false,true,false,true,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Sandra,Yanni
10041,AGSC,257,1,Emerg.Iss.in Ag.Netw.w.Pr.Sect,1,AG,13,7,1300,1350,.,.,false,false,false,true,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Hana,Sobh
10042,AGSC,265,1,Soil Fertility,3,AG,10,5,1100,1230,AGRIC,203,false,false,true,false,false,false,.,1400,1659,.,.,.,.,W,.,.,.,.,Isam,Bashour
13269,AGSC,299,1,Sp.Tp.in Agricultural Science,2,AG,1,3,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Walid,El Kayal
13346,AGSC,300A,1,Graduate Tutorial,1,AG,1,1,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Rami,Zurayk
10043,AGSC,300B,1,Graduate Tutorial,2,AG,0,2,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Youssef,Abou Jawdeh
13319,AGSC,307,1,Advanced Crop Production,3,AG,4,5,0900,1155,.,.,false,false,true,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Walid,El Kayal
10044,AGSC,308,1,Plant Tiss.Cult.&Crop Improvem,3,AG,0,10,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF
13173,AGSC,310,1,Advanced Soil Physics,3,AG,6,4,1400,1650,.,.,false,false,false,true,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Hadi,Jaafar
10045,AGSC,324,1,Method:Soil&Plant Tissue Analy,3,AG,7,3,1000,1155,AGRIC,310,false,false,false,false,true,false,.,1200,1559,AGRIC,509,.,.,.,.,F,.,.,Isam,Bashour
10046,AGSC,334,0,Remote Sensing of the Environm,3,AG,0,0,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF
13235,AGSC,376,1,Resource & Environmental Econo,3,AG,4,6,1415,1529,.,.,false,true,false,false,false,false,.,1500,1615,.,.,.,.,W,.,.,.,.,Ali,Chalak
10047,AGSC,388,1,Integrated Pest Management,3,AG,0,0,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF
13236,AGSC,389,1,Research Methods in Appl.Econ,3,AG,0,10,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF
10048,AGSC,395,1,Graduate Seminar in AGSC,1,AG,5,0,1300,1350,AGRIC,325,false,true,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Lina,Jaber
10049,AGSC,396,1,Comprehensive Exam,0,AG,0,5,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Youssef,Abou Jawdeh
10050,AGSC,396,2,Comprehensive Exam,0,AG,0,2,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Walid,El Kayal
10051,AGSC,396,3,Comprehensive Exam,0,AG,2,1,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Hadi,Jaafar
13337,AGSC,396,4,Comprehensive Exam,0,AG,1,1,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Ali,Chalak
10052,AGSC,399,1,MS Thesis,9,AG,0,3,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Walid,El Kayal
10053,AGSC,399,2,MS Thesis,9,AG,0,3,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Youssef,Abou Jawdeh
10054,AGSC,399,3,MS Thesis,9,AG,1,4,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Ali,Chalak
10055,AGSC,399A,1,MS Thesis,9,AG,0,3,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Walid,El Kayal
10056,AGSC,399A,2,MS Thesis,9,AG,0,2,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Youssef,Abou Jawdeh
10057,AGSC,399A,3,MS Thesis,9,AG,3,0,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Hadi,Jaafar
13408,AGSC,399A,4,MS Thesis,9,AG,1,1,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Mustapha,Haidar
10058,AGSC,399B,1,MS Thesis,9,AG,0,2,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Hadi,Jaafar
10059,AGSC,399B,2,MS Thesis,9,AG,0,3,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Ali,Chalak
10060,AGSC,399B,3,MS Thesis,9,AG,1,4,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Youssef,Abou Jawdeh
13121,AGSC,399B,4,MS Thesis,9,AG,1,2,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Walid,El Kayal
13129,AGSC,399B,5,MS Thesis,9,AG,1,1,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Isam,Bashour
13156,AGSC,399C,1,MS Thesis,9,AG,0,2,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Hadi,Jaafar
13351,AGSC,399C,2,MS Thesis,9,AG,0,2,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Youssef,Abou Jawdeh
10061,AGSC,399D,1,MS Thesis,9,AG,0,2,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Youssef,Abou Jawdeh
13289,AGSC,399F,1,MS Thesis,9,AG,1,3,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Youssef,Abou Jawdeh
10062,AHIS,150,1,Intr.to Art History for Freshm,3,AS,23,-1,1230,1345,NICELY,202,true,false,true,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Joseph Richard,Hammond
13050,AHIS,207,1,Early Islamic Art &Architectur,3,AS,0,0,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF
10065,AHIS,225,1,Art Now,3,AS,25,-2,1100,1215,NICELY,202,false,true,false,true,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Rayya,Badran
10066,AHIS,226,1,Art After the Lebanese Wars,3,AS,0,0,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF
10067,AHIS,227,1,Sound in Visual Culture,3,AS,26,-3,1230,1345,NICELY,B2,false,true,false,true,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Rayya,Badran
10068,AHIS,249I,1,ST: Feminist Art History,3,AS,11,14,1400,1515,NICELY,202,true,false,true,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Joseph Richard,Hammond
10069,AHIS,251,1,Theories of Modern Art,3,AS,18,2,1400,1515,NICELY,202,false,true,false,true,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Anzhela,Harutyunyan
10070,AHIS,252,1,Contemporary Art and Theory,3,AS,15,2,1300,1530,NICELY,202,false,false,false,false,true,false,.,.,.,.,.,.,.,.,.,.,.,.,Octavian,Esanu
10071,AHIS,301,1,Sem:Practices of Art History,3,AS,4,11,1530,1750,NICELY,101,false,true,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Anzhela,Harutyunyan
10072,AHIS,311,1,Iss.Contemporary Art &Th.,3,AS,6,-1,1300,1530,NICELY,202,false,false,false,false,true,false,.,.,.,.,.,.,.,.,.,.,.,.,Octavian,Esanu
13389,AHIS,313A,1,Tut.Feminist Art History,3,AS,1,-1,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Joseph Richard,Hammond
10073,AHIS,395A,1,Comprehensive Exam,0,AS,3,0,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Anzhela,Harutyunyan
10074,AHIS,399,1,Graduate Thesis & Exhibition,6,AS,0,3,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Hala,Auji
10075,AHIS,399,2,Graduate Thesis & Exhibition,6,AS,1,2,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Anzhela,Harutyunyan
10076,AHIS,399A,1,Graduate Thesis & Exhibition,6,AS,0,3,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Hala,Auji
10077,AHIS,399A,2,Graduate Thesis & Exhibition,6,AS,0,3,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Anzhela,Harutyunyan
10078,AHIS,399B,1,Graduate Thesis & Exhibition,6,AS,1,2,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Hala,Auji
10079,AHIS,399B,2,Graduate Thesis & Exhibition,6,AS,0,3,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Anzhela,Harutyunyan
10080,AHIS,399C,1,Graduate Thesis & Exhibition,6,AS,0,3,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Hala,Auji
10081,AHIS,399C,2,Graduate Thesis & Exhibition,6,AS,0,3,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Anzhela,Harutyunyan
10082,AMST,215,1,Intr. To American Studies,3,AS,24,-4,1230,1345,NICELY,323,false,true,false,true,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Suzanne,Enzerink
10083,AMST,275AV,1,ST: Intr. to Photojournalism,3,AS,0,0,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF
10084,AMST,275AW,1,ST: Journalism and Society,3,AS,2,3,1530,1645,NICELY,410,true,false,true,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Rabie,Barakat
10085,AMST,275M,1,Sp.Tp:Drama,3,AS,1,4,1530,1645,NICELY,321,true,false,true,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Robert,Myers
10086,ARAB,101,1,Readings in Arabic Heritage I,3,AS,24,-1,0930,1045,NICELY,320,false,true,false,true,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Tarif,Bazzi
10087,ARAB,201,1,Issues in Contempor.Arab Cult.,3,AS,23,0,0800,0915,REYNOL,533,false,true,false,true,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Raghda,Nahas El-Zein
10088,ARAB,201,2,Issues in Contempor.Arab Cult.,3,AS,23,0,0930,1045,REYNOL,533,false,true,false,true,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Raghda,Nahas El-Zein
10089,ARAB,201,3,Issues in Contempor.Arab Cult.,3,AS,21,2,1100,1215,REYNOL,533,false,true,false,true,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Raghda,Nahas El-Zein
10090,ARAB,201,4,Issues in Contempor.Arab Cult.,3,AS,24,-1,1400,1515,REYNOL,533,true,false,true,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Sina,Moukaled
10091,ARAB,201,5,Issues in Contempor.Arab Cult.,3,AS,23,0,1530,1645,REYNOL,533,true,false,true,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Sina,Moukaled
10092,ARAB,201,6,Issues in Contempor.Arab Cult.,3,AS,24,-1,1230,1345,REYNOL,533,true,false,true,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Sina,Moukaled
10094,ARAB,202,1,Arab Technical Writing,3,AS,20,0,1300,1350,NICELY,107,true,false,true,false,true,false,.,.,.,.,.,.,.,.,.,.,.,.,Samir,Malti
10095,ARAB,202,2,Arab Technical Writing,3,AS,21,-1,1100,1150,NICELY,107,true,false,true,false,true,false,.,.,.,.,.,.,.,.,.,.,.,.,Samir,Malti
10096,ARAB,202,3,Arab Technical Writing,3,AS,20,0,1200,1250,NICELY,107,true,false,true,false,true,false,.,.,.,.,.,.,.,.,.,.,.,.,Samir,Malti
10097,ARAB,203,1,Beg Arab as Foreign Lang. I,3,AS,11,0,1200,1359,ADAD,209,true,false,false,false,false,false,.,1200,1329,ADAD,209,.,.,W,.,F,.,.,Rima,Sultani  Kanawaty
10098,ARAB,204,1,Beg Arabic as Foreign Lang II,3,AS,7,-1,1000,1159,ADAD,212,true,false,false,false,false,false,.,1000,1129,ADAD,212,.,.,W,.,F,.,.,Rima,Sultani  Kanawaty
10099,ARAB,205,1,Interm Arab as Foreign LangIII,3,AS,3,-2,0800,0959,ADAD,212,true,false,false,false,false,false,.,0800,0929,ADAD,212,.,.,W,.,F,.,.,Rima,Semaan
10100,ARAB,206,1,Interm Arab as Foreign Lang IV,3,AS,4,-1,1000,1159,ADAD,209,true,false,false,false,false,false,.,1000,1129,ADAD,209,.,.,W,.,F,.,.,Rima,Semaan
10101,ARAB,207,1,Advan.Arab.as Foreign Lang.I,3,AS,2,0,0930,1045,ADAD,212,false,true,false,true,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Rima,Sultani  Kanawaty
10102,ARAB,209,1,Adv.Arab.as Foreign Lang.III,3,AS,2,0,1200,1329,ADAD,212,true,false,true,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Rima,Semaan
10103,ARAB,210A,1,Writing Prose,3,AS,13,-3,1530,1800,NICELY,105,false,true,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Rachid,El Daif
13147,ARAB,210A,2,Writing Prose,3,AS,11,-1,1530,1800,NICELY,108,false,false,true,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Rachid,El Daif
10104,ARAB,211,1,Survey of Arabic Grammar,3,AS,25,0,1100,1215,NICELY,101,false,true,false,true,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Tarif,Bazzi
10107,ARAB,223,1,Media Arabic,3,AS,19,1,1230,1345,NICELY,108,true,false,true,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Jihad,El Mallah
10110,ARAB,230,1,Themes & Genres of Arab Lit.,3,AS,23,0,1700,1815,REYNOL,533,true,false,true,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Sina,Moukaled
10113,ARAB,235,1,Andalusian Literature,3,AS,24,-1,1100,1215,NICELY,105,false,true,false,true,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Maher,Jarrar
10114,ARAB,236,1,Qur'anic Studies,3,AS,18,-3,1530,1759,NICELY,101,true,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Radwan,El Sayed Ahmad
10115,ARAB,237,1,Modern Arabic Poetry I,3,AS,24,1,1530,1645,NICELY,206,false,true,false,true,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Jawdat,Fakhreddine
10118,ARAB,244,1,Muslim Schools of Theology,3,AS,26,-1,1400,1515,NICELY,101,true,false,true,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Radwan,El Sayed Ahmad
10119,ARAB,245,1,Backgrnd Stud Mod Arab Litr I,3,AS,0,0,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF
10120,ARAB,249,1,Sufi Literature,3,AS,21,0,1530,1644,NICELY,107,true,false,true,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Riccardo,Paredi
10121,ARAB,251AA,1,Sp.Tp: Society in Literature,3,AS,22,1,1000,1050,NICELY,107,true,false,true,false,true,false,.,.,.,.,.,.,.,.,.,.,.,.,Samir,Malti
10122,ARAB,251AF,1,ST History in Literature,3,AS,22,1,1230,1345,NICELY,101,false,true,false,true,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Zeina,Halabi
10124,ARAB,251AN,1,ST: Translation of Poetry,3,AS,8,0,1700,1815,NICELY,410,false,true,false,true,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Rula,Baalbaki
10125,ARAB,251AP,1,ST:Women Writers of Mid.East,3,AS,25,0,1700,1815,NICELY,107,false,true,false,true,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Alireza,Korangy
10126,ARAB,251AR,1,S.T:Satire in Arab literature,3,AS,23,0,1400,1515,NICELY,411,false,true,false,true,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Maha,Abdelmegeed
10127,ARAB,251W,1,Sp.Tp: Nahda in periodicals,3,AS,24,-1,1230,1345,REYNOL,533,false,true,false,true,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Raghda,Nahas El-Zein
10128,ARAB,254,1,The City in Arabic Literature,3,AS,23,0,1530,1645,NICELY,412,false,true,false,true,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Zeina,Halabi
10130,ARAB,303N,1,Sm.Visual&Literay Islamic West,3,AS,0,0,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF
13238,ARAB,303O,1,GS:Approaches to Style& Voice,3,AS,6,4,1700,1930,COLL,406,false,false,false,true,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Maha,Abdelmegeed
10131,ARAB,317B,1,Grd.Sem:Adv.Semetics Or Lingui,3,AS,8,2,1730,2000,COLL,406,false,true,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Ramzi,Baalbaki
13333,ARAB,390X,1,Tut Jahliya in Arab.Lit.,3,AS,1,0,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Bilal,Orfali
13348,ARAB,390Y,1,Tut.Arab.Lexicographical texts,3,AS,1,0,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Ramzi,Baalbaki
10132,ARAB,395A,1,Comprehensive Exam,0,AS,0,0,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Bilal,Orfali
10133,ARAB,399,1,M.A. Thesis,9,AS,0,5,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Maha,Abdelmegeed
10134,ARAB,399,2,M.A. Thesis,9,AS,0,5,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Bilal,Orfali
10135,ARAB,399,3,M.A. Thesis,9,AS,0,5,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Maher,Jarrar
10136,ARAB,399,4,M.A. Thesis,9,AS,1,4,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Ramzi,Baalbaki
10137,ARAB,399,5,M.A. Thesis,9,AS,0,5,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Zeina,Halabi
10138,ARAB,399,7,M.A. Thesis,9,AS,0,5,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Enass,Khansa
10139,ARAB,399A,1,M.A. Thesis,9,AS,0,5,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Bilal,Orfali
10140,ARAB,399A,2,M.A. Thesis,9,AS,0,5,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Ramzi,Baalbaki
10141,ARAB,399A,3,M.A. Thesis,9,AS,1,4,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Maha,Abdelmegeed
10142,ARAB,399A,4,M.A. Thesis,9,AS,0,5,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Mahmoud,Al-Batal
10143,ARAB,399A,5,M.A. Thesis,9,AS,0,5,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Zeina,Halabi
10144,ARAB,399A,6,M.A. Thesis,9,AS,0,5,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Enass,Khansa
10145,ARAB,399A,7,M.A. Thesis,9,AS,0,5,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Maher,Jarrar
10146,ARAB,399B,1,M.A.Thesis,9,AS,0,5,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Maher,Jarrar
10147,ARAB,399B,2,M.A.Thesis,9,AS,0,5,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Ramzi,Baalbaki
10148,ARAB,399B,3,M.A.Thesis,9,AS,0,5,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Maha,Abdelmegeed
