11052,ECON,101,E1,Intr. to Microeconomics,0,AS,30,0,1200,1250,NICELY,321,true,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Pamela,Nader
11053,ECON,101,E2,Intr. to Microeconomics,0,AS,31,-1,1400,1450,NICELY,321,true,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Pamela,Nader
11054,ECON,101,E3,Intr. to Microeconomics,0,AS,30,0,1100,1150,NICELY,321,true,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Pamela,Nader
11055,ECON,101,L1,Intr. to Microeconomics,3,AS,91,-1,0900,0950,WEST,BATHISH,true,false,true,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Maya,Kanaan
11056,ECON,203,1,Survey of Economics,3,AS,28,-3,1600,1715,NICELY,323,true,false,true,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Makram,Bou Nassar
11057,ECON,203,2,Survey of Economics,3,AS,23,2,1230,1345,NICELY,410,false,true,false,true,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Sylvia,Elias Rubeiz
11058,ECON,211,E1,Element.Microeconomics Theory,0,AS,28,2,0800,0850,NICELY,323,false,true,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Raja,Sabra
11059,ECON,211,E10,Element.Microeconomics Theory,0,AS,21,9,1500,1550,NICELY,320,false,false,false,false,true,false,.,.,.,.,.,.,.,.,.,.,.,.,Raja,Sabra
11060,ECON,211,E11,Element.Microeconomics Theory,0,AS,28,2,1500,1550,NICELY,323,false,false,true,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Malak,Makki
11061,ECON,211,E12,Element.Microeconomics Theory,0,AS,26,4,1600,1650,NICELY,212,false,false,true,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Malak,Makki
11062,ECON,211,E13,Element.Microeconomics Theory,0,AS,13,17,1700,1750,NICELY,412,false,false,true,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Nora,El-Baba
11063,ECON,211,E14,Element.Microeconomics Theory,0,AS,10,20,1500,1550,NICELY,414,false,false,false,false,true,false,.,.,.,.,.,.,.,.,.,.,.,.,Pamela,Nader
11064,ECON,211,E15,Element.Microeconomics Theory,0,AS,13,17,1600,1650,NICELY,323,false,false,false,false,true,false,.,.,.,.,.,.,.,.,.,.,.,.,Ghina,Makki
11065,ECON,211,E16,Element.Microeconomics Theory,0,AS,29,1,1500,1550,NICELY,212,false,false,true,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Ghina,Tabsh
11066,ECON,211,E17,Element.Microeconomics Theory,0,AS,19,11,1600,1650,NICELY,325,false,false,true,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Nora,El-Baba
11067,ECON,211,E18,Element.Microeconomics Theory,0,AS,10,20,1700,1750,NICELY,325,false,false,true,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Ghina,Tabsh
11068,ECON,211,E19,Element.Microeconomics Theory,0,AS,16,14,1500,1550,NICELY,325,false,false,false,false,true,false,.,.,.,.,.,.,.,.,.,.,.,.,Ghina,Makki
11069,ECON,211,E2,Element.Microeconomics Theory,0,AS,18,12,0800,0850,NICELY,323,false,false,false,true,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Raja,Sabra
11070,ECON,211,E20,Element.Microeconomics Theory,0,AS,6,24,1600,1650,NICELY,323,false,false,false,false,true,false,.,.,.,.,.,.,.,.,.,.,.,.,Ghina,Makki
11071,ECON,211,E3,Element.Microeconomics Theory,0,AS,31,-1,1400,1450,BLISS,203,false,false,false,true,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Malak,Makki
11072,ECON,211,E4,Element.Microeconomics Theory,0,AS,10,20,1700,1750,NICELY,322,false,false,false,true,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Malak,Makki
11073,ECON,211,E5,Element.Microeconomics Theory,0,AS,26,4,1530,1620,PHYS,217,false,false,false,true,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Ghina,Makki
11074,ECON,211,E6,Element.Microeconomics Theory,0,AS,29,1,1000,1050,NICELY,210,false,false,false,false,true,false,.,.,.,.,.,.,.,.,.,.,.,.,Raja,Sabra
11075,ECON,211,E7,Element.Microeconomics Theory,0,AS,28,2,1100,1150,NICELY,323,false,false,false,false,true,false,.,.,.,.,.,.,.,.,.,.,.,.,Pamela,Nader
11076,ECON,211,E8,Element.Microeconomics Theory,0,AS,31,-1,0900,0950,NICELY,323,false,false,false,false,true,false,.,.,.,.,.,.,.,.,.,.,.,.,Hiba,Hamade
11077,ECON,211,E9,Element.Microeconomics Theory,0,AS,30,0,1400,1450,NICELY,325,false,false,false,false,true,false,.,.,.,.,.,.,.,.,.,.,.,.,Raja,Sabra
11078,ECON,211,L1,Element.Microeconomics Theory,3,AS,90,60,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Hossein,Radmard
11079,ECON,211,L2,Element.Microeconomics Theory,3,AS,113,37,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Hossein,Radmard
11080,ECON,211,L3,Element.Microeconomics Theory,3,AS,139,11,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Hossein,Radmard
11081,ECON,211,L4,Element.Microeconomics Theory,3,AS,80,70,.,.,.,.,false,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Hossein,Radmard
11082,ECON,212,E1,Element.Macroeconomics Theory,0,AS,29,1,1200,1250,NICELY,417,true,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Malak,Makki
11083,ECON,212,E10,Element.Macroeconomics Theory,0,AS,29,1,1700,1750,NICELY,412,true,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Dana,Hamdan
11084,ECON,212,E11,Element.Macroeconomics Theory,0,AS,20,10,0900,0950,NICELY,323,true,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Raja,Sabra
11085,ECON,212,E12,Element.Macroeconomics Theory,0,AS,28,2,1000,1050,NICELY,322,true,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Raja,Sabra
11086,ECON,212,E13,Element.Macroeconomics Theory,0,AS,29,1,1300,1350,NICELY,414,true,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Raja,Sabra
11087,ECON,212,E14,Element.Macroeconomics Theory,0,AS,30,0,1100,1150,NICELY,412,true,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Malak,Makki
11088,ECON,212,E15,Element.Macroeconomics Theory,0,AS,28,2,1300,1350,NICELY,322,false,false,false,false,true,false,.,.,.,.,.,.,.,.,.,.,.,.,Iyad,El-Khalil
11089,ECON,212,E2,Element.Macroeconomics Theory,0,AS,29,1,1300,1350,NICELY,322,false,false,true,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Iyad,El-Khalil
11090,ECON,212,E3,Element.Macroeconomics Theory,0,AS,31,-1,1500,1550,NICELY,415,true,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Raja,Sabra
11091,ECON,212,E4,Element.Macroeconomics Theory,0,AS,29,1,1500,1550,PHYS,215,false,false,true,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Iyad,El-Khalil
11092,ECON,212,E5,Element.Macroeconomics Theory,0,AS,30,0,1600,1650,NICELY,214,true,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Dana,Hamdan
11093,ECON,212,E6,Element.Macroeconomics Theory,0,AS,30,0,0800,0850,NICELY,323,true,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Dana,Hamdan
11094,ECON,212,E7,Element.Macroeconomics Theory,0,AS,30,0,1200,1250,NICELY,414,true,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Raja,Sabra
11095,ECON,212,E8,Element.Macroeconomics Theory,0,AS,30,0,1100,1150,NICELY,414,true,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Raja,Sabra
11096,ECON,212,E9,Element.Macroeconomics Theory,0,AS,31,-1,1600,1650,NICELY,412,true,false,false,false,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Ghina,Tabsh
11097,ECON,212,L1,Element.Macroeconomics Theory,3,AS,148,2,0930,1020,WEST,BATHISH,false,true,false,true,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Malak,Makki
11098,ECON,212,L2,Element.Macroeconomics Theory,3,AS,150,0,1100,1150,WEST,BATHISH,false,true,false,true,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Malak,Makki
11099,ECON,212,L3,Element.Macroeconomics Theory,3,AS,135,15,1530,1620,BIOL,SLH,false,true,false,true,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Malak,Makki
11100,ECON,213,1,Economic Statistics I,3,AS,17,13,1100,1215,BLISS,203,false,true,false,true,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Leila,Dagher
11101,ECON,213,2,Economic Statistics I,3,AS,14,16,1230,1345,NICELY,322,false,true,false,true,false,false,.,.,.,.,.,.,.,.,.,.,.,.,Leila,Dagher
